mm_policy,qa_function,explore_policy,pretrain_semantic,long_capacity,episodic_capacity,semantic_capacity,short_capacity,semantic_decay_factor,test_mean,test_std
semantic,semantic,avoid_walls,False,192,0,192,1,0.5,352.66,6.0770387525504646
semantic,semantic,avoid_walls,exclude_walls,192,0,192,1,0.7,340.65999999999997,27.747187244836187
semantic,semantic,avoid_walls,include_walls,192,0,192,1,0.7,340.65999999999997,27.747187244836187
semantic,semantic,avoid_walls,include_walls,192,0,192,1,0.9,340.5,24.97190421253454
semantic,semantic,avoid_walls,exclude_walls,192,0,192,1,0.9,334.14,27.979463897651797
semantic,semantic,avoid_walls,False,192,0,192,1,0.9,328.02,25.354636656832614
semantic,semantic,avoid_walls,False,192,0,192,1,0.99,320.1,22.22854021297845
semantic,semantic,avoid_walls,False,192,0,192,1,0.7,317.78,9.108984575681294
semantic,semantic,avoid_walls,exclude_walls,192,0,192,1,0.99,310.18,32.42057371484963
semantic,semantic,avoid_walls,include_walls,192,0,192,1,0.99,310.18,32.42057371484964
random,episodic_semantic,avoid_walls,False,192,96,96,1,0.5,280.72,17.310736552787116
random,episodic_semantic,avoid_walls,include_walls,192,96,96,1,0.99,268.26000000000005,18.90699341513611
random,episodic_semantic,avoid_walls,exclude_walls,192,96,96,1,0.99,266.76000000000005,14.183737166205535
episodic,episodic,avoid_walls,False,192,192,0,1,1.0,266.0400000000001,11.521215213682984
random,episodic_semantic,avoid_walls,exclude_walls,192,96,96,1,0.9,265.93999999999994,12.467654149839094
random,episodic_semantic,avoid_walls,False,192,96,96,1,0.9,264.4,12.068968472906038
random,episodic_semantic,avoid_walls,include_walls,192,96,96,1,0.9,262.0,13.43621970645018
random,episodic_semantic,avoid_walls,False,192,96,96,1,0.99,261.23999999999995,18.520755924097692
random,episodic_semantic,avoid_walls,False,192,96,96,1,0.7,260.46,15.835731748170025
random,episodic_semantic,avoid_walls,exclude_walls,192,96,96,1,0.5,255.07999999999998,15.406673878550153
random,episodic_semantic,avoid_walls,include_walls,192,96,96,1,0.7,254.2,16.69538858487576
random,episodic_semantic,avoid_walls,include_walls,192,96,96,1,0.5,243.01999999999998,24.597268140994842
random,episodic_semantic,avoid_walls,exclude_walls,192,96,96,1,0.7,240.82000000000002,21.05947767633376
semantic,semantic,random,False,192,0,192,1,0.9,227.95999999999998,13.653072914183092
semantic,semantic,random,exclude_walls,192,0,192,1,0.9,227.6,13.061852854782893
semantic,semantic,random,include_walls,192,0,192,1,0.9,227.6,13.061852854782893
semantic,semantic,random,exclude_walls,192,0,192,1,0.99,227.48000000000002,13.16501424230145
semantic,semantic,random,include_walls,192,0,192,1,0.99,227.48000000000002,13.16501424230145
semantic,semantic,random,False,192,0,192,1,0.99,227.42,13.340824562222528
semantic,semantic,random,False,192,0,192,1,0.7,226.18,14.030452594267942
semantic,semantic,random,exclude_walls,192,0,192,1,0.7,225.56,13.373645725829581
semantic,semantic,random,include_walls,192,0,192,1,0.7,225.56,13.373645725829581
semantic,semantic,random,False,192,0,192,1,0.5,225.3,13.929106216839616
